Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
SUBARU,COMPACT,2,4,M5,X,8.4,34,193
SUBARU,STATION WAGON - SMALL,2,4,AV6,X,7.6,37,175
SUBARU,STATION WAGON - SMALL,2,4,M5,X,8.4,34,193
SUBARU,MID-SIZE,2.5,4,AV6,X,7.9,36,182
SUBARU,MID-SIZE,2.5,4,M6,X,9.4,30,216
SUBARU,MID-SIZE,3.6,6,AV6,X,10.2,28,235
SUBARU,SUV - SMALL,2.5,4,AV6,X,8.3,34,191
SUBARU,SUV - SMALL,2.5,4,M6,X,9.7,29,223
SUBARU,SUV - SMALL,3.6,6,AV6,X,10.5,27,242
SUBARU,COMPACT,2,4,AV8,Z,11.1,25,255
SUBARU,COMPACT,2,4,M6,Z,9.8,29,225
SUBARU,COMPACT,2.5,4,M6,Z,12.2,23,281
SUBARU,SUV - SMALL,2,4,AV6,X,8.1,35,186
SUBARU,SUV - SMALL,2,4,M5,X,9.1,31,209
SUBARU,SUV - SMALL,2,4,AV6,X,7.5,38,173
TOYOTA,SUV - STANDARD,4,6,AS5,X,12.8,22,294
TOYOTA,SUV - STANDARD,4,6,AS5,X,12.8,22,294
TOYOTA,MID-SIZE,3.5,6,AS6,X,9.6,29,221
TOYOTA,MID-SIZE,2.5,4,AS6,X,8.4,34,193
TOYOTA,MID-SIZE,3.5,6,AS6,X,9.5,30,218
TOYOTA,MID-SIZE,2.5,4,AV,X,5.7,50,131
TOYOTA,MID-SIZE,2.5,4,AV,X,5.9,48,136
TOYOTA,MID-SIZE,1.8,4,A4,X,7.6,37,175
TOYOTA,MID-SIZE,1.8,4,AV7,X,7.1,40,163
TOYOTA,MID-SIZE,1.8,4,AV,X,7.3,39,168
TOYOTA,MID-SIZE,1.8,4,M6,X,7.4,38,170
TOYOTA,MID-SIZE,1.8,4,AV,X,6.8,42,156
TOYOTA,MID-SIZE,1.8,4,AV,X,6.9,41,159
TOYOTA,SUV - SMALL,2.7,4,AS6,X,10.7,26,246
TOYOTA,SUV - SMALL,3.5,6,AS6,X,11.1,25,255
TOYOTA,SUV - STANDARD,3.5,6,AS6,X,11.6,24,267
TOYOTA,SUV - STANDARD,3.5,6,AV6,X,8.5,33,196
TOYOTA,SUV - STANDARD,3.5,6,AV6,X,8.4,34,193
TOYOTA,MID-SIZE,1.8,4,AV,X,4.7,60,108
TOYOTA,COMPACT,1.5,4,AV,X,4.8,59,110
TOYOTA,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.6,50,129
TOYOTA,SUV - SMALL,2.5,4,AS6,X,8.9,32,205
TOYOTA,SUV - SMALL,2.5,4,AS6,X,9.5,30,218
TOYOTA,SUV - SMALL,2.5,4,AS6,X,8.9,32,205
TOYOTA,SUV - SMALL,2.5,4,AS6,X,9.6,29,221
TOYOTA,SUV - STANDARD,5.7,8,AS6,X,16.6,17,382
TOYOTA,MINIVAN,3.5,6,AS6,X,11.4,25,262
TOYOTA,MINIVAN,3.5,6,AS6,X,12.5,23,288
TOYOTA,PICKUP TRUCK - SMALL,2.7,4,A4,X,11.2,25,258
TOYOTA,PICKUP TRUCK - SMALL,2.7,4,M5,X,10.5,27,242
TOYOTA,PICKUP TRUCK - SMALL,4,6,M6,X,13.1,22,301
TOYOTA,PICKUP TRUCK - SMALL,2.7,4,A4,X,12.3,23,283
TOYOTA,PICKUP TRUCK - SMALL,2.7,4,M5,X,12.3,23,283
TOYOTA,PICKUP TRUCK - SMALL,4,6,A5,X,13.4,21,308
TOYOTA,PICKUP TRUCK - SMALL,4,6,M6,X,14,20,322
TOYOTA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,14.3,20,329
TOYOTA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,15.2,19,350
TOYOTA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.1,19,347
TOYOTA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,16.6,17,382
TOYOTA,SUV - SMALL,2.7,4,AS6,X,10.4,27,239
TOYOTA,SUV - SMALL,3.5,6,AS6,X,10.9,26,251
TOYOTA,SUV - SMALL,2.7,4,AS6,X,10.5,27,242
TOYOTA,SUV - SMALL,3.5,6,AS6,X,11.3,25,260
TOYOTA,COMPACT,1.5,4,A4,X,7.3,39,168
TOYOTA,COMPACT,1.5,4,M5,X,7.1,40,163
VOLKSWAGEN,COMPACT,1.8,4,AS6,X,8.5,33,196
VOLKSWAGEN,COMPACT,1.8,4,M5,X,8.7,32,200
VOLKSWAGEN,COMPACT,2,4,AM6,Z,9.1,31,209
VOLKSWAGEN,COMPACT,2,4,M6,Z,9.2,31,212
VOLKSWAGEN,COMPACT,2,4,AM6,D,6.9,41,183
VOLKSWAGEN,COMPACT,2,4,M6,D,6.9,41,184
VOLKSWAGEN,SUBCOMPACT,1.8,4,AS6,X,8.7,32,200
VOLKSWAGEN,SUBCOMPACT,2,4,AM6,Z,9.4,30,216
VOLKSWAGEN,SUBCOMPACT,2,4,M6,Z,9.2,31,212
VOLKSWAGEN,COMPACT,2,4,AM6,Z,9.3,30,214
VOLKSWAGEN,COMPACT,2,4,M6,Z,9.6,29,221
VOLKSWAGEN,COMPACT,3.6,6,AS6,Z,11.8,24,271
VOLKSWAGEN,SUBCOMPACT,2,4,AM6,Z,9.5,30,219
VOLKSWAGEN,COMPACT,1.8,4,AS6,X,8.1,35,186
VOLKSWAGEN,COMPACT,1.8,4,M5,X,8,35,184
VOLKSWAGEN,COMPACT,2,4,AM6,D,6.5,43,177
VOLKSWAGEN,COMPACT,2,4,M6,D,6.5,43,178
VOLKSWAGEN,COMPACT,2,4,AM6,Z,8.5,33,196
VOLKSWAGEN,COMPACT,2,4,M6,Z,8.3,34,191
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,AS6,X,8.2,34,193
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,M5,X,8.2,34,189
VOLKSWAGEN,STATION WAGON - SMALL,2,4,AM6,D,6.7,42,180
VOLKSWAGEN,STATION WAGON - SMALL,2,4,M6,D,6.7,42,179
VOLKSWAGEN,COMPACT,1.8,4,AS6,X,7.9,36,182
VOLKSWAGEN,COMPACT,1.8,4,M5,X,8,35,184
VOLKSWAGEN,COMPACT,2,4,AS6,X,8.9,32,205
VOLKSWAGEN,COMPACT,2,4,M5,X,8.4,34,193
VOLKSWAGEN,COMPACT,2,4,AM6,D,6.5,43,175
VOLKSWAGEN,COMPACT,2,4,M6,D,6.5,43,176
VOLKSWAGEN,COMPACT,2,4,AM6,Z,8.8,32,202
VOLKSWAGEN,COMPACT,2,4,M6,Z,8.9,32,205
VOLKSWAGEN,COMPACT,1.4,4,AM7,Z,5.3,53,122
VOLKSWAGEN,MID-SIZE,1.8,4,AS6,X,8.3,34,191
VOLKSWAGEN,MID-SIZE,1.8,4,M5,X,8.4,34,193
VOLKSWAGEN,MID-SIZE,2,4,AM6,D,6.9,41,185
VOLKSWAGEN,MID-SIZE,2,4,M6,D,6.7,42,182
VOLKSWAGEN,MID-SIZE,3.6,6,AM6,Z,10.4,27,239
VOLKSWAGEN,SUV - SMALL,2,4,AS6,Z,10.5,27,242
VOLKSWAGEN,SUV - SMALL,2,4,M6,Z,11.2,25,258
VOLKSWAGEN,SUV - SMALL,2,4,AS6,Z,10.7,26,246
VOLKSWAGEN,SUV - STANDARD,3.6,6,AS8,Z,12.4,23,292
VOLKSWAGEN,SUV - STANDARD,3,6,AS8,D,10.2,28,277
VOLVO,COMPACT,3,6,AS6,X,11,26,253
VOLVO,COMPACT,2,4,AS8,X,8.4,34,193
VOLVO,COMPACT,2.5,5,AS6,X,10.1,28,232
VOLVO,COMPACT,2,4,AS8,Z,8.9,32,205
VOLVO,COMPACT,3,6,AS6,X,11.2,25,258
VOLVO,MID-SIZE,2,4,AS8,X,8.4,34,193
VOLVO,MID-SIZE,3,6,AS6,X,11.2,25,258
VOLVO,SUV - SMALL,2,4,AS8,X,8.8,32,202
VOLVO,SUV - SMALL,2.5,5,AS6,X,10.3,27,237
VOLVO,STATION WAGON - SMALL,3,6,AS6,X,11,26,253
VOLVO,STATION WAGON - SMALL,2,4,AS8,X,8.4,34,193
VOLVO,STATION WAGON - SMALL,2.5,5,AS6,X,10.1,28,232
VOLVO,STATION WAGON - SMALL,3,6,AS6,X,11.2,25,258
VOLVO,SUV - SMALL,3.2,6,AS6,X,11.5,25,264
VOLVO,SUV - SMALL,2,4,AS8,X,8.8,32,202
VOLVO,SUV - SMALL,2.5,5,AS6,X,11.4,25,262
VOLVO,SUV - SMALL,2,4,AS8,Z,9.4,30,216
VOLVO,SUV - SMALL,3,6,AS6,X,11.9,24,274
VOLVO,SUV - SMALL,3.2,6,AS6,X,11.3,25,260
VOLVO,SUV - SMALL,2,4,AS8,X,8.8,32,202
VOLVO,SUV - SMALL,3,6,AS6,X,11.9,24,274
ACURA,COMPACT,2.4,4,AM8,Z,8.1,35,189
ACURA,SUV - SMALL,3.5,6,AS9,Z,11.1,25,254
ACURA,SUV - SMALL,3.5,6,AS9,Z,10.7,26,251
ACURA,SUV - SMALL,3.5,6,AS6,Z,10.7,26,249
ACURA,MID-SIZE,3.5,6,AS6,Z,10,28,235
ACURA,MID-SIZE,3.5,6,AM7,Z,7.7,37,180
ACURA,COMPACT,2.4,4,AM8,Z,8.3,34,196
ACURA,COMPACT,3.5,6,AS9,Z,9.6,29,226
ALFA ROMEO,TWO-SEATER,1.8,4,AM6,Z,8.4,34,197
ASTON MARTIN,MINICOMPACT,5.9,12,A6,Z,15.6,18,365
ASTON MARTIN,SUBCOMPACT,6,12,A8,Z,14.2,20,332
ASTON MARTIN,MINICOMPACT,6,12,A8,Z,14.8,19,346
ASTON MARTIN,TWO-SEATER,4.7,8,AM7,Z,14.7,19,343
ASTON MARTIN,TWO-SEATER,4.7,8,M6,Z,15.5,18,362
ASTON MARTIN,TWO-SEATER,4.7,8,AM7,Z,14.7,19,343
ASTON MARTIN,TWO-SEATER,4.7,8,M6,Z,15.5,18,362
ASTON MARTIN,TWO-SEATER,4.7,8,AM7,Z,14.7,19,343
ASTON MARTIN,TWO-SEATER,4.7,8,M6,Z,15.5,18,362
ASTON MARTIN,TWO-SEATER,6,12,AM7,Z,16.5,17,390
AUDI,SUBCOMPACT,1.8,4,AM6,X,8.7,32,204
AUDI,SUBCOMPACT,2,4,AM6,X,8.6,33,201
AUDI,SUBCOMPACT,2,4,AM6,X,8.9,32,208
AUDI,COMPACT,2,4,AV8,Z,8.9,32,212
AUDI,COMPACT,2,4,AS8,Z,9.6,29,224
AUDI,COMPACT,2,4,M6,Z,9.1,31,214
AUDI,STATION WAGON - SMALL,2,4,AS8,Z,9.9,29,232
AUDI,SUBCOMPACT,2,4,AS8,Z,9.6,29,224
AUDI,SUBCOMPACT,2,4,M6,Z,9.1,31,214
AUDI,SUBCOMPACT,2,4,AS8,Z,9.8,29,230
AUDI,MID-SIZE,2,4,AS8,Z,9.2,31,211
AUDI,MID-SIZE,3,6,AS8,Z,9.9,29,232
AUDI,MID-SIZE,3,6,AS8,D,7.8,36,213
AUDI,MID-SIZE,3,6,AS8,Z,9.9,29,232
AUDI,MID-SIZE,3,6,AS8,D,7.8,36,213
AUDI,MID-SIZE,3,6,AS8,Z,10.5,27,247
AUDI,MID-SIZE,4,8,AS8,Z,10.7,26,249
AUDI,MID-SIZE,3,6,AS8,D,8.4,34,224
AUDI,FULL-SIZE,4,8,AS8,Z,10.9,26,255
AUDI,FULL-SIZE,6.3,12,AS8,Z,14.6,19,344
AUDI,COMPACT,2,4,AS6,Z,10.3,27,242
AUDI,COMPACT,2,4,AS6,Z,10.3,27,240
AUDI,SUV - SMALL,2,4,AS8,Z,10.4,27,244
AUDI,SUV - SMALL,3,6,AS8,Z,11.4,25,267
AUDI,SUV - SMALL,3,6,AS8,D,9,31,244
AUDI,SUV - SMALL,2,4,AS8,Z,8.9,32,209
AUDI,MID-SIZE,4,8,AS8,Z,13.3,21,313
AUDI,SUBCOMPACT,2,4,AM6,Z,9,31,211
AUDI,COMPACT,3,6,AM7,Z,11,26,257
AUDI,COMPACT,3,6,M6,Z,11.7,24,273
AUDI,SUBCOMPACT,3,6,AM7,Z,11,26,257
AUDI,SUBCOMPACT,3,6,M6,Z,11.7,24,273
AUDI,SUBCOMPACT,3,6,AM7,Z,11.4,25,266
AUDI,MID-SIZE,4,8,AM7,Z,11.3,25,263
AUDI,MID-SIZE,4,8,AM7,Z,11.4,25,265
AUDI,MID-SIZE,4,8,AS8,Z,12.8,22,300
AUDI,SUV - SMALL,3,6,AS8,Z,12.2,23,285
AUDI,SUBCOMPACT,2,4,AM6,X,9.1,31,209
AUDI,TWO-SEATER,2,4,AM6,X,9.1,31,209
AUDI,SUBCOMPACT,2,4,AM6,Z,9.5,30,222
BENTLEY,COMPACT,4,8,AS8,Z,13.1,22,307
BENTLEY,COMPACT,6,12,AS8,Z,15.4,18,360
BENTLEY,SUBCOMPACT,4,8,AS8,Z,14.4,20,337
BENTLEY,SUBCOMPACT,6,12,AS8,Z,16,18,375
BENTLEY,MID-SIZE,4,8,AS8,Z,14.2,20,334
BENTLEY,MID-SIZE,6,12,AS8,Z,16.5,17,388
BENTLEY,MID-SIZE,6.8,8,AS8,Z,17.5,16,408
BMW,SUBCOMPACT,2,4,AS8,Z,8.4,34,197
BMW,SUBCOMPACT,2,4,M6,Z,9,31,211
BMW,SUBCOMPACT,2,4,AS8,Z,8.8,32,207
BMW,SUBCOMPACT,2,4,AS8,Z,8.9,32,209
BMW,COMPACT,2,4,AS8,Z,8.4,34,197
BMW,COMPACT,2,4,M6,Z,9,31,211
BMW,COMPACT,2,4,AS8,Z,8.8,32,207
BMW,COMPACT,2,4,AS8,D,6.8,42,183
BMW,STATION WAGON - SMALL,2,4,AS8,D,6.8,42,183
BMW,COMPACT,2,4,AS8,Z,8.9,32,209
BMW,FULL-SIZE,2,4,AS8,Z,8.9,32,209
BMW,STATION WAGON - SMALL,2,4,AS8,Z,8.9,32,209
BMW,FULL-SIZE,3,6,AS8,Z,10.2,28,238
BMW,COMPACT,3,6,AS8,Z,9.3,30,217
BMW,COMPACT,3,6,M6,Z,9.9,29,231
BMW,COMPACT,3,6,AS8,Z,9.3,30,216
BMW,COMPACT,3,6,M6,Z,10.3,27,241
BMW,SUBCOMPACT,2,4,AS8,Z,8.9,32,211
BMW,COMPACT,2,4,AS8,Z,8.4,34,197
BMW,COMPACT,2,4,M6,Z,9,31,211
BMW,COMPACT,2,4,AS8,Z,8.9,32,211
BMW,COMPACT,2,4,M6,Z,9,31,210
BMW,SUBCOMPACT,2,4,AS8,Z,9.4,30,221
BMW,COMPACT,2,4,AS8,Z,8.9,32,209
BMW,COMPACT,2,4,AS8,Z,8.9,32,209
BMW,SUBCOMPACT,3,6,AS8,Z,9.9,29,232
BMW,COMPACT,3,6,AS8,Z,9.9,29,232
BMW,COMPACT,3,6,M6,Z,10.5,27,246
BMW,SUBCOMPACT,3,6,AS8,Z,10.2,28,238
BMW,COMPACT,3,6,AS8,Z,10.2,28,238
BMW,COMPACT,3,6,M6,Z,10.5,27,247
BMW,COMPACT,3,6,AS8,Z,10.2,28,238
BMW,MID-SIZE,2,4,AS8,Z,8.9,32,209
BMW,MID-SIZE,3,6,AS8,D,7.9,36,212
BMW,MID-SIZE,3,6,AS8,Z,10.2,28,238
BMW,FULL-SIZE,3,6,AS8,Z,11.2,25,263
BMW,MID-SIZE,4.4,8,AS8,Z,12.3,23,288
BMW,FULL-SIZE,4.4,8,AS8,Z,12.1,23,283
BMW,SUBCOMPACT,3,6,AS8,Z,10.2,28,238
BMW,COMPACT,3,6,AS8,Z,10.2,28,238
BMW,SUBCOMPACT,4.4,8,AS8,Z,12.1,23,283
BMW,COMPACT,4.4,8,AS8,Z,12.3,23,288
BMW,COMPACT,4.4,8,AS8,Z,12.1,23,283
BMW,FULL-SIZE,4.4,8,AS8,Z,12.1,23,283
BMW,FULL-SIZE,4.4,8,AS8,Z,12.1,23,283
BMW,MID-SIZE,3,6,AS8,Z,9.4,30,219
BMW,COMPACT,4.4,8,AS8,Z,12.1,23,283
BMW,SUBCOMPACT,3,6,AM7,Z,10.4,27,244
BMW,SUBCOMPACT,3,6,M6,Z,11.1,25,260
BMW,SUBCOMPACT,3,6,AS8,Z,9.9,29,232
BMW,SUBCOMPACT,3,6,M6,Z,10.4,27,245
BMW,SUBCOMPACT,3,6,AS8,Z,9.9,29,232
BMW,SUBCOMPACT,3,6,M6,Z,10.5,27,246
BMW,SUBCOMPACT,3,6,AS8,Z,10.2,28,238
BMW,SUBCOMPACT,3,6,AS8,Z,10.2,28,238
BMW,COMPACT,3,6,AM7,Z,12.1,23,284
BMW,COMPACT,3,6,M6,Z,11.6,24,271
BMW,SUBCOMPACT,3,6,AM7,Z,12.1,23,282
BMW,SUBCOMPACT,3,6,M6,Z,11.8,24,278
BMW,COMPACT,3,6,AM7,Z,12.1,23,284
BMW,COMPACT,3,6,M6,Z,11.6,24,271
BMW,MID-SIZE,4.4,8,AM7,Z,14.7,19,344
BMW,MID-SIZE,4.4,8,M6,Z,13.7,21,321
BMW,COMPACT,4.4,8,AM7,Z,14.7,19,344
BMW,COMPACT,4.4,8,M6,Z,13.7,21,321
BMW,SUBCOMPACT,4.4,8,AM7,Z,14.7,19,344
BMW,SUBCOMPACT,4.4,8,M6,Z,13.7,21,321
BMW,COMPACT,4.4,8,AM7,Z,14.7,19,344
BMW,COMPACT,4.4,8,M6,Z,13.7,21,321
BMW,SUV - SMALL,2,4,AS8,Z,9.2,31,215
BMW,SUV - SMALL,2,4,AS8,D,7.9,36,211
BMW,SUV - SMALL,2,4,AS8,Z,9.9,29,231
BMW,SUV - SMALL,3,6,AS8,Z,10.9,26,257
BMW,SUV - SMALL,3,6,AS8,Z,11.3,25,264
BMW,SUV - SMALL,2,4,AS8,Z,10.2,28,238
BMW,SUV - SMALL,3,6,AS8,Z,10.9,26,257
BMW,SUV - STANDARD,4.4,8,AS8,Z,14.6,19,343
BMW,SUV - STANDARD,3,6,AS8,D,8.9,32,233
BMW,SUV - STANDARD,3,6,AS8,Z,11.5,25,269
BMW,SUV - STANDARD,4.4,8,AS8,Z,13.8,20,322
BMW,SUV - STANDARD,4.4,8,AS8,Z,14.6,19,343
BMW,SUV - STANDARD,3,6,AS8,Z,11.5,25,269
BMW,SUV - STANDARD,4.4,8,AS8,Z,13.8,20,322
BMW,TWO-SEATER,2,4,AS8,Z,9.1,31,212
BMW,TWO-SEATER,2,4,M6,Z,9,31,211
BMW,TWO-SEATER,3,6,AM7,Z,12.1,23,282
BMW,TWO-SEATER,3,6,AM7,Z,12.1,23,282
BUICK,SUV - STANDARD,3.6,6,A6,X,13.4,21,315
BUICK,SUV - STANDARD,3.6,6,A6,X,13.7,21,323
BUICK,SUV - SMALL,1.4,4,AS6,X,8.5,33,199
BUICK,SUV - SMALL,1.4,4,AS6,X,9.2,31,215
BUICK,SUV - SMALL,1.4,4,AS6,X,7.8,36,182
BUICK,SUV - SMALL,1.4,4,AS6,X,8.2,34,192
BUICK,SUV - SMALL,2,4,A6,Z,10.6,27,248
BUICK,MID-SIZE,3.6,6,AS6,X,11.4,25,268
BUICK,MID-SIZE,3.6,6,AS6,E,15.8,18,260
BUICK,MID-SIZE,2.4,4,AS6,X,8.2,34,193
BUICK,MID-SIZE,3.6,6,AS6,X,11.7,24,274
BUICK,MID-SIZE,3.6,6,AS6,E,15.8,18,263
BUICK,MID-SIZE,2,4,AS6,Z,9.8,29,231
BUICK,MID-SIZE,2,4,M6,Z,9.8,29,230
BUICK,MID-SIZE,2.4,4,AS6,X,8.2,34,193
BUICK,MID-SIZE,2,4,AS6,Z,10.7,26,252
BUICK,COMPACT,2,4,AS6,Z,9.8,29,231
BUICK,COMPACT,2,4,M6,Z,9.8,29,230
BUICK,COMPACT,2.4,4,AS6,X,9.6,29,224
CADILLAC,COMPACT,2,4,AS8,Z,9.2,31,215
CADILLAC,COMPACT,2,4,M6,Z,10.3,27,240
CADILLAC,COMPACT,2.5,4,AS8,X,9.1,31,214
CADILLAC,COMPACT,3.6,6,AS8,X,9.9,29,233
CADILLAC,COMPACT,2,4,AS8,Z,9.4,30,221
CADILLAC,COMPACT,3.6,6,AS8,X,10.5,27,247
CADILLAC,COMPACT,3.6,6,AS8,Z,12.5,23,293
CADILLAC,COMPACT,3.6,6,M6,Z,12.4,23,289
CADILLAC,FULL-SIZE,2,4,AS8,Z,9.5,30,222
CADILLAC,FULL-SIZE,3,6,AS8,Z,11.2,25,263
CADILLAC,FULL-SIZE,3.6,6,AS8,X,11,26,257
CADILLAC,MID-SIZE,2,4,AS8,Z,9.5,30,221
CADILLAC,MID-SIZE,3.6,6,AS8,X,9.9,29,233
CADILLAC,MID-SIZE,2,4,AS8,Z,9.8,29,229
CADILLAC,MID-SIZE,3.6,6,AS8,X,10.5,27,247
CADILLAC,MID-SIZE,3.6,6,AS8,Z,12.5,23,293
CADILLAC,MID-SIZE,6.2,8,AS8,Z,14.1,20,332
CADILLAC,SUV - STANDARD,6.2,8,A8,Z,13.9,20,325
CADILLAC,SUV - STANDARD,3.6,6,AS6,X,12.3,23,287
CADILLAC,SUV - STANDARD,3.6,6,AS6,X,12.8,22,300
CADILLAC,FULL-SIZE,3.6,6,AS6,X,11.3,25,263
CADILLAC,FULL-SIZE,3.6,6,AS6,X,11.6,24,273
CADILLAC,FULL-SIZE,3.6,6,AS6,Z,12.8,22,302
CHEVROLET,COMPACT,2,4,AS8,Z,9.3,30,218
CHEVROLET,COMPACT,2,4,M6,Z,9.8,29,229
CHEVROLET,COMPACT,3.6,6,AS8,X,10.6,27,248
CHEVROLET,COMPACT,3.6,6,M6,X,11.2,25,261
CHEVROLET,COMPACT,6.2,8,AS8,Z,11.6,24,272
CHEVROLET,COMPACT,6.2,8,M6,Z,12.1,23,284
CHEVROLET,SPECIAL PURPOSE VEHICLE,2,4,AV,X,9.4,30,220
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,A6,X,10.5,27,247
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,M6,X,10.8,26,253
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,A6,D,9.4,30,252
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,A6,X,11.3,25,265
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,A6,X,11.3,25,265
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.3,27,277
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,A6,X,11.9,24,279
CHEVROLET,TWO-SEATER,6.2,8,AS8,Z,11.7,24,275
CHEVROLET,TWO-SEATER,6.2,8,M7,Z,11.2,25,263
CHEVROLET,TWO-SEATER,6.2,8,AS8,Z,14.3,20,335
CHEVROLET,TWO-SEATER,6.2,8,M7,Z,13.4,21,313
CHEVROLET,COMPACT,1.4,4,AS6,X,6.8,42,159
CHEVROLET,COMPACT,1.4,4,M6,X,7.1,40,167
CHEVROLET,COMPACT,1.4,4,AS6,X,6.9,41,160
CHEVROLET,MID-SIZE,1.4,4,AS6,X,7.8,36,184
CHEVROLET,MID-SIZE,1.4,4,M6,X,7.8,36,182
CHEVROLET,MID-SIZE,1.8,4,AS6,X,8.8,32,207
CHEVROLET,MID-SIZE,1.8,4,M6,X,8.1,35,190
CHEVROLET,MID-SIZE,1.4,4,A6,X,7.7,37,181
CHEVROLET,MID-SIZE,1.4,4,M6,X,7.1,40,167
CHEVROLET,SUV - SMALL,2.4,4,A6,X,9.1,31,214
CHEVROLET,SUV - SMALL,3.6,6,A6,X,12.1,23,285
CHEVROLET,SUV - SMALL,2.4,4,A6,X,9.1,31,214
CHEVROLET,SUV - SMALL,2.4,4,A6,E,13.4,21,221
CHEVROLET,SUV - SMALL,2.4,4,A6,X,10,28,235
CHEVROLET,SUV - SMALL,3.6,6,A6,X,12.8,22,300
CHEVROLET,SUV - SMALL,2.4,4,A6,X,10,28,235
CHEVROLET,SUV - SMALL,2.4,4,A6,E,14.2,20,236
CHEVROLET,VAN - PASSENGER,6,8,A6,X,18.8,15,441
CHEVROLET,VAN - PASSENGER,6,8,A6,X,19.8,14,465
CHEVROLET,FULL-SIZE,2.5,4,AS6,X,9.2,31,215
CHEVROLET,FULL-SIZE,3.6,6,AS6,X,10.6,27,248
CHEVROLET,FULL-SIZE,3.6,6,AS6,E,14.5,19,239
CHEVROLET,MID-SIZE,3.6,6,AS6,X,11.9,24,272
CHEVROLET,MID-SIZE,3.6,6,AS6,N,12.7,22,213
CHEVROLET,MID-SIZE,1.5,4,A6,X,7.6,37,179
CHEVROLET,MID-SIZE,2,4,AS8,Z,9,31,211
CHEVROLET,MID-SIZE,2.5,4,AS6,X,8.6,33,202
CHEVROLET,MID-SIZE,1.8,4,AV,X,5.1,55,122
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,X,12.7,22,298
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,14,20,328
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A6,X,11.9,24,280
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A6,E,17.1,17,284
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,X,12.7,22,298
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,E,17.2,16,286
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,X,13.1,22,307
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,14.2,20,332
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A6,X,12.6,22,296
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A6,E,18.1,16,301
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,X,13.1,22,306
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,E,17.8,16,295
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13,22,304
CHEVROLET,COMPACT,1.4,4,AS6,X,8,35,188
CHEVROLET,COMPACT,1.4,4,M6,X,7.5,38,175
CHEVROLET,COMPACT,1.8,4,AS6,X,8.3,34,195
CHEVROLET,COMPACT,1.8,4,M5,X,8,35,187
CHEVROLET,COMPACT,1.4,4,AS6,X,8.4,34,195
CHEVROLET,COMPACT,1.4,4,M6,X,8,35,189
CHEVROLET,STATION WAGON - SMALL,1.4,4,AS6,X,8,35,188
CHEVROLET,STATION WAGON - SMALL,1.4,4,M6,X,7.5,38,175
CHEVROLET,STATION WAGON - SMALL,1.8,4,AS6,X,8.3,34,195
CHEVROLET,STATION WAGON - SMALL,1.8,4,M5,X,8,35,187
CHEVROLET,STATION WAGON - SMALL,1.4,4,AS6,X,8.4,34,195
CHEVROLET,STATION WAGON - SMALL,1.4,4,M6,X,8,35,189
CHEVROLET,SUBCOMPACT,1.4,4,AV,X,6.7,42,157
CHEVROLET,SUBCOMPACT,1.4,4,M5,X,6.9,41,162
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13,22,304
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13,22,304
CHEVROLET,SUV - STANDARD,5.3,8,A6,E,17.6,16,288
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13.3,21,312
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13.3,21,312
CHEVROLET,SUV - STANDARD,5.3,8,A6,E,19.1,15,317
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13,22,304
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13,22,304
CHEVROLET,SUV - STANDARD,5.3,8,A6,E,17.6,16,288
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13.2,21,310
